Contract,PaymentMethod_Electronic check,InternetService_Fiber optic,TotalCharges,TechSupport,PaperlessBilling,Dependents,SeniorCitizen,PhoneService,gender_Male,Churn
1,0,0,465.7,0,0,1,0,0,1,0
1,0,1,6669.05,0,1,1,0,1,1,0
3,0,0,1161.75,0,0,1,0,1,1,0
2,0,0,947.75,0,1,1,0,0,1,0
3,0,1,8375.05,1,0,0,0,1,1,0
1,1,0,34.7,0,1,0,0,0,0,1
2,1,0,3770.0,1,1,1,0,1,1,0
1,1,1,264.8,0,1,0,0,1,1,1
3,0,0,4707.85,1,0,1,0,1,0,0
3,1,1,6152.4,1,1,1,0,1,1,0
2,0,0,958.1,0,1,0,0,1,0,0
3,0,0,943.0,0,0,0,0,1,1,0
2,0,1,6615.15,0,1,1,0,1,0,1
1,0,1,2200.25,0,1,0,0,1,0,1
1,1,0,425.1,1,1,0,0,0,1,0
1,1,1,99.75,0,1,1,0,1,1,1
1,1,1,5044.8,1,0,0,1,1,0,0
3,0,1,6743.55,1,1,0,0,1,1,0
1,1,1,196.4,0,0,0,1,1,0,0
1,1,0,299.7,1,1,0,0,1,1,1
3,0,0,2093.9,1,1,0,1,1,1,0
1,1,1,417.75,1,1,0,0,1,0,0
3,0,0,1725.4,0,1,0,0,1,0,0
2,1,0,1620.2,0,1,0,0,1,0,0
1,0,0,3169.55,1,0,0,0,1,1,0
2,0,0,5233.25,0,0,0,0,1,1,0
3,0,0,967.85,0,0,1,0,1,0,0
1,0,0,438.05,0,1,0,0,1,1,0
3,0,0,1421.9,0,0,0,0,1,1,0
2,0,0,323.15,0,0,0,0,1,0,0
1,1,1,318.6,1,1,0,0,1,1,0
1,0,1,163.7,0,1,0,1,1,0,0
1,0,1,639.65,0,1,0,0,1,0,1
2,0,0,2928.5,0,1,0,0,0,0,0
3,0,0,100.35,0,0,1,0,1,0,0
1,1,1,273.2,0,0,0,0,1,0,0
1,1,1,1608.15,0,1,0,1,1,0,0
1,1,0,1441.95,0,0,0,0,1,1,0
1,1,0,2168.15,1,1,0,0,1,1,0
3,0,0,3618.7,1,0,0,0,1,0,0
2,0,1,5692.65,0,0,0,0,1,1,0
1,1,0,59.85,0,1,0,0,1,1,1
1,1,1,69.6,0,1,0,1,1,0,1
2,1,1,5969.3,0,0,1,1,1,1,0
1,0,0,19.05,0,0,0,0,1,1,0
1,1,0,418.8,0,1,0,0,0,1,1
3,0,1,8100.55,1,0,1,0,1,1,0
1,0,0,19.5,0,0,0,0,1,0,1
1,0,0,313.45,0,1,0,0,1,0,0
2,0,1,6130.95,1,1,0,0,1,0,0
1,1,1,69.9,0,1,0,0,1,1,1
1,0,0,745.3,0,1,1,0,1,1,0
1,0,0,1212.1,0,1,0,0,1,1,0
1,0,1,183.75,0,1,0,0,1,0,1
3,0,0,1583.5,0,0,0,0,1,1,0
2,0,1,4162.05,0,1,0,0,1,0,0
3,0,0,1119.9,0,1,1,0,1,0,0
3,0,1,8013.55,1,1,0,0,1,0,0
1,0,1,264.85,0,1,1,0,1,0,1
3,0,0,1102.4,0,0,0,0,1,0,0
1,1,1,5832.0,1,1,0,1,1,1,0
3,0,1,4304.5,1,1,0,0,1,0,0
1,1,1,1178.4,1,1,0,0,1,1,1
2,0,0,1421.75,0,0,0,0,1,1,0
3,0,1,6827.5,1,1,0,1,1,0,0
2,0,0,4698.05,0,1,0,0,1,1,0
1,1,0,654.5,1,1,0,0,1,0,0
2,0,0,3268.05,1,0,0,1,1,0,0
3,0,1,4362.05,1,1,1,0,1,1,0
3,0,0,1386.9,0,0,0,0,1,0,0
1,0,0,415.4,0,0,0,0,1,1,0
2,0,0,2614.1,0,0,1,0,1,1,0
3,0,0,1513.6,0,1,0,0,1,1,0
1,0,1,3161.6,0,1,1,0,1,1,0
1,1,0,80.95,0,1,0,0,1,0,0
3,0,0,4676.7,1,0,1,0,1,1,0
2,0,1,6526.65,0,1,0,0,1,0,0
2,0,0,583.3,0,1,1,0,1,0,0
3,0,1,8078.1,1,1,0,0,1,0,0
2,0,0,3503.5,0,0,0,0,1,0,0
1,0,1,6669.45,0,1,0,0,1,1,0
1,1,1,4689.5,0,1,0,1,1,0,1
1,1,1,1201.15,0,1,0,1,1,1,1
1,1,1,143.65,0,0,0,0,1,1,1
3,0,0,1292.65,0,1,1,0,1,0,0
1,0,0,48.75,0,1,1,0,1,1,0
3,1,1,7108.2,1,1,0,1,1,1,0
3,0,0,1802.55,0,1,0,1,1,1,0
1,0,0,1505.15,1,1,0,0,1,0,0
3,0,0,1859.1,0,0,1,0,1,1,0
1,1,1,168.5,0,1,0,0,1,0,0
2,0,0,390.85,0,0,1,0,1,0,1
2,1,1,6339.45,0,1,0,1,1,1,0
1,1,0,1652.4,1,1,0,1,1,0,0
1,1,1,71.65,0,1,1,0,1,1,1
1,0,0,77.5,0,0,0,0,1,0,1
3,0,0,6392.85,1,1,1,0,1,1,0
1,0,1,3264.5,1,1,0,0,1,0,1
2,0,1,4599.15,0,1,0,1,1,0,0
3,0,0,1134.25,0,1,0,0,1,0,0
1,1,0,1621.35,0,0,0,0,0,1,0
1,0,1,947.3,0,0,0,0,1,0,1
2,0,0,2722.2,0,1,0,0,1,0,0
1,0,0,3058.3,0,1,1,0,1,1,0
3,0,0,1769.6,0,0,1,0,1,1,0
3,0,0,6293.75,1,0,1,0,1,0,0
1,0,1,1761.05,0,0,0,0,1,0,1
1,0,0,1642.75,1,1,0,0,1,0,0
3,0,0,578.5,0,0,0,0,1,0,0
2,0,0,954.9,0,0,0,0,1,1,0
1,1,1,973.25,0,1,0,0,1,0,1
1,0,0,43.85,0,1,0,0,1,1,0
1,0,1,1490.4,0,1,0,0,1,1,0
3,0,0,280.0,0,0,1,0,0,1,0
3,0,0,1901.25,1,1,0,0,0,0,0
1,0,0,716.4,0,0,1,0,1,0,0
3,0,0,4720.0,0,0,1,0,1,1,0
3,0,0,930.95,0,0,1,0,1,1,0
1,1,1,76.35,0,0,0,0,1,0,1
1,1,1,1676.95,0,1,0,0,1,0,1
1,1,1,2642.05,0,1,0,1,1,1,1
2,0,1,6770.85,1,1,1,0,1,0,0
1,0,1,1835.3,0,1,0,1,1,0,0
2,0,1,1588.25,0,1,0,0,1,1,0
1,1,0,75.5,1,1,0,0,1,1,0
3,0,0,258.35,0,0,1,0,1,1,0
3,0,0,1502.25,0,0,0,0,1,0,0
1,0,0,19.2,0,0,0,0,1,1,0
3,0,1,6929.4,0,0,0,1,1,1,0
1,0,1,4453.3,0,0,1,0,1,1,0
3,0,0,3244.4,1,0,1,0,0,0,0
1,0,0,323.45,0,0,0,0,1,0,0
1,1,1,2661.1,0,0,0,1,1,1,1
1,0,1,2697.4,0,1,1,0,1,0,1
1,0,1,1424.5,0,1,0,0,1,1,1
3,0,0,1401.15,0,0,1,0,1,1,0
1,1,0,1739.6,0,1,0,0,1,0,0
1,1,1,5931.0,0,1,0,0,1,1,0
1,0,0,2333.85,0,1,1,0,0,0,0
2,1,0,949.85,0,0,0,0,1,1,0
1,1,1,572.45,0,1,0,0,1,1,0
3,0,0,696.8,0,0,1,0,1,1,0
1,0,0,1381.8,1,1,0,1,1,0,0
1,1,0,2572.95,0,1,0,1,0,1,1
1,1,0,47.95,0,0,0,0,1,1,0
1,1,0,45.1,0,0,0,1,1,1,1
1,1,0,45.0,0,1,0,0,1,0,0
1,1,1,2122.45,1,1,0,0,1,1,1
1,0,0,20.05,0,0,0,0,1,1,1
1,1,1,4931.8,0,1,0,1,1,1,0
3,0,0,116.95,0,1,0,0,1,0,0
3,0,1,6937.95,1,0,1,0,1,1,1
2,1,0,1261.7,0,0,0,0,1,0,0
1,1,0,3273.8,0,1,0,0,1,1,0
3,0,0,1415.85,0,0,1,0,1,0,0
2,0,0,3958.2,0,0,0,0,1,1,0
2,0,0,2492.25,0,1,0,0,0,1,0
2,0,0,279.2,0,0,0,0,1,1,0
3,0,0,1083.0,0,0,1,0,1,0,0
2,0,0,755.5,0,0,0,0,1,0,0
1,1,0,402.6,0,1,0,0,1,1,1
1,0,0,3252.0,0,1,0,1,1,0,0
1,1,0,68.75,0,1,0,0,0,0,1
1,0,0,46.2,0,0,0,0,1,1,1
1,1,0,45.15,0,0,0,0,1,0,1
1,1,0,43.3,0,1,0,1,0,1,1
3,0,0,936.85,0,1,1,0,1,1,0
1,0,0,2250.65,0,1,0,1,1,0,1
3,0,0,3857.1,1,0,0,0,1,0,0
1,1,1,1441.1,0,1,0,0,1,0,1
1,1,1,4338.6,0,1,0,0,1,1,1
3,0,0,1378.45,0,0,1,0,1,1,0
1,0,0,45.95,0,0,0,0,1,0,1
1,1,0,2566.3,1,1,0,1,0,0,0
2,0,0,171.0,0,0,0,0,1,1,0
2,0,0,1597.4,0,0,0,1,1,0,0
2,1,1,4744.35,0,1,0,1,1,1,0
2,0,1,6721.6,1,1,1,0,1,0,0
1,1,1,247.25,0,0,0,0,1,0,1
1,0,0,44.05,0,1,0,0,1,1,0
3,0,0,1734.65,0,0,1,0,1,1,0
1,0,0,45.55,0,1,0,0,1,1,0
1,1,1,4539.35,0,1,1,0,1,0,0
3,0,0,804.25,0,0,1,0,1,0,0
3,0,0,5011.15,0,1,1,0,1,0,0
3,0,0,3574.5,1,0,0,0,1,0,0
3,0,1,8086.4,1,1,0,0,1,1,0
2,0,1,4563.0,0,1,0,0,1,1,0
3,0,0,6362.35,1,0,0,0,1,1,0
1,0,0,67.1,0,1,0,0,1,1,0
1,1,1,70.05,0,1,0,0,1,1,1
1,1,1,165.45,0,1,0,0,1,1,1
1,0,0,1156.55,0,1,0,0,0,1,0
1,0,0,1834.15,0,1,1,0,1,1,0
1,0,1,3653.35,1,1,0,1,1,0,1
2,0,0,1477.65,0,0,0,0,1,1,0
1,0,0,1706.45,1,1,1,0,1,1,0
3,0,0,3953.7,1,1,1,0,1,1,0
1,1,1,1194.3,0,0,0,0,1,0,1
2,0,0,1327.85,0,0,0,0,1,0,0
1,0,0,419.7,0,1,0,0,0,1,0
1,1,0,21.0,0,1,1,0,1,0,1
1,0,0,45.1,0,0,0,1,1,0,1
1,0,0,207.35,0,1,0,1,0,1,0
1,1,0,1083.7,0,1,1,0,1,1,0
1,1,0,2007.85,0,1,0,0,0,0,0
3,0,0,5882.75,1,1,1,0,1,1,0
1,1,0,2657.55,1,0,0,0,1,1,0
1,0,0,1527.5,0,1,0,1,1,1,1
1,1,1,378.4,0,0,0,1,1,0,1
1,0,1,1612.2,0,1,0,0,1,1,0
3,0,0,76.65,0,0,1,0,1,1,0
2,1,0,260.7,0,0,0,0,1,0,0
3,0,0,6441.85,1,1,1,0,1,1,0
1,1,1,266.8,0,1,0,0,1,1,0
1,1,1,5124.6,1,1,0,0,1,1,1
2,0,0,962.25,0,1,0,0,1,0,0
2,0,0,1382.9,1,0,0,0,0,1,0
1,1,0,571.05,1,1,0,0,1,0,0
3,0,0,1399.35,0,0,0,0,1,1,0
2,0,0,150.0,0,0,1,0,1,1,0
1,1,0,167.2,0,1,1,0,0,0,0
3,0,1,7657.4,1,0,1,0,1,0,0
2,0,0,865.05,0,1,1,0,1,1,0
2,1,1,6153.85,0,1,0,0,1,0,0
1,1,0,174.2,1,0,0,0,1,0,0
1,0,0,1269.6,1,1,0,0,1,1,0
1,0,1,3862.55,0,1,0,0,1,0,1
3,0,0,6352.4,1,0,0,1,1,0,0
1,1,0,1348.5,1,0,0,0,1,1,0
1,0,0,50.9,0,0,0,0,1,1,1
1,0,0,471.55,0,1,0,0,1,1,0
3,0,0,5931.75,1,1,1,0,1,1,0
1,1,0,1404.65,0,0,1,0,1,1,0
3,0,0,726.1,0,0,1,0,1,1,0
1,0,1,1961.6,0,0,1,1,1,0,0
3,0,0,4194.85,1,1,1,0,1,0,0
1,1,1,4872.45,0,1,1,0,1,1,1
1,0,1,5118.95,1,1,1,0,1,1,1
1,0,0,658.95,0,1,1,0,1,0,1
1,1,1,81.05,0,1,1,0,1,1,0
1,1,0,76.95,0,1,0,0,1,1,0
2,0,1,5809.75,1,1,0,0,1,0,0
1,0,0,20.2,0,0,0,0,1,1,0
2,0,0,415.9,0,1,0,0,1,1,0
1,1,1,246.5,0,1,0,0,1,0,1
2,0,0,996.95,0,1,0,0,1,0,0
2,0,0,3145.15,1,1,0,0,1,0,0
3,0,0,265.3,0,0,1,0,1,0,0
1,0,0,20.9,0,0,0,0,1,0,0
1,0,0,21.05,0,1,1,0,1,1,0
2,1,0,4576.3,1,0,0,0,1,1,0
1,0,0,189.1,0,0,0,0,1,1,0
3,0,0,908.15,0,0,0,0,1,1,0
1,0,0,49.8,0,1,0,0,1,1,0
1,0,0,215.2,0,0,1,0,0,1,1
3,0,0,1500.95,0,0,1,0,1,0,0
1,0,1,5099.15,0,1,1,0,1,1,0
2,0,1,6385.95,1,1,0,0,1,0,0
1,1,1,159.45,0,0,0,0,1,0,1
3,0,1,6885.75,1,0,1,0,1,1,0
1,0,1,5940.85,0,1,0,0,1,1,1
1,0,0,668.85,0,0,0,0,1,1,0
1,0,1,1916.2,1,1,1,0,1,0,0
1,1,1,75.35,0,1,1,0,1,1,1
1,1,1,75.45,0,1,0,0,1,1,1
1,0,1,4613.95,0,1,1,0,1,0,0
3,0,1,7261.25,0,1,0,0,1,0,0
1,1,0,2459.8,0,0,0,0,1,0,0
1,0,1,2048.8,0,1,0,0,1,1,0
1,1,0,163.55,1,0,1,0,0,0,0
1,0,1,2888.7,1,0,1,0,1,0,0
2,0,0,2421.6,0,1,0,0,1,0,0
2,0,1,2292.75,0,1,0,0,1,1,0
1,0,1,553.4,0,0,0,0,1,1,0
2,0,0,3465.7,0,1,0,0,1,1,0
1,0,0,1210.4,0,1,0,0,1,1,1
1,0,0,1291.3,0,0,0,1,1,1,0
2,0,0,5356.45,1,1,0,0,1,1,1
2,0,1,5200.8,0,1,0,0,1,0,0
3,1,0,3237.05,0,0,0,0,0,0,0
1,1,1,576.65,0,1,0,0,1,0,1
2,0,0,433.75,0,1,0,0,1,0,0
1,1,1,1868.4,0,0,1,0,1,0,0
3,1,0,5728.55,1,1,1,0,1,1,0
1,1,1,825.7,0,1,0,0,1,1,1
3,0,0,390.4,0,0,0,0,1,1,0
1,1,1,93.55,0,1,0,1,1,1,1
1,1,1,2845.15,0,1,0,1,1,1,0
3,0,0,3894.4,1,0,0,0,1,0,0
3,0,0,886.4,0,1,1,0,1,0,0
1,1,1,1021.55,0,1,0,0,1,1,0
1,0,1,5885.4,1,1,0,0,1,0,1
1,0,0,268.4,0,0,1,0,1,1,0
2,0,0,2204.35,1,0,0,0,1,1,0
1,0,1,1259.0,0,1,1,0,1,0,1
1,0,0,309.1,0,0,1,0,0,0,1
3,0,1,6398.05,1,1,1,0,1,0,0
1,0,1,2257.75,0,1,1,0,1,0,1
2,1,1,6287.25,0,1,0,1,1,1,1
3,0,0,1662.05,1,1,1,0,0,0,0
1,1,1,1350.15,0,1,0,1,1,0,1
2,0,0,3600.65,0,0,1,0,1,1,0
1,1,1,1329.15,0,1,0,0,1,0,0
1,1,0,45.7,0,1,1,0,1,0,1
2,0,0,422.5,0,0,0,0,1,1,0
1,1,1,69.95,0,1,0,1,1,0,1
3,0,0,4627.65,1,0,1,0,1,1,0
3,0,1,6717.9,1,1,1,0,1,0,0
1,1,0,97.1,0,0,0,0,0,0,1
1,1,1,1710.45,0,1,0,0,1,1,1
1,0,1,637.4,0,0,0,1,1,0,0
1,0,0,117.95,0,0,0,0,1,0,0
3,0,0,2460.55,1,0,0,0,0,1,0
3,1,1,5464.65,0,1,0,0,1,0,1
1,0,1,2165.05,0,1,0,0,1,1,1
2,0,1,4941.8,0,0,1,0,1,0,1
1,1,0,223.15,0,0,0,0,1,1,1
1,1,1,181.1,0,1,0,0,1,1,1
1,0,1,341.45,1,1,1,0,1,0,1
3,0,0,5731.85,1,1,1,0,1,1,0
1,0,1,357.75,0,1,0,0,1,1,1
1,1,0,4616.1,1,0,1,0,1,1,0
1,1,1,4533.7,0,1,0,0,1,0,1
2,0,0,589.25,0,0,1,0,1,0,0
1,0,0,750.1,1,0,1,0,1,1,0
1,0,0,1410.25,0,0,1,0,1,0,0
1,1,1,830.85,0,0,0,0,1,0,1
3,0,0,743.5,0,0,0,0,1,1,0
1,0,0,45.3,0,1,0,0,1,0,1
2,1,1,7040.85,0,0,0,0,1,1,1
2,0,0,3865.45,0,1,0,0,1,1,0
3,0,1,6825.65,1,0,1,0,1,1,0
1,1,1,1340.1,0,1,0,0,1,0,0
1,1,1,371.65,0,1,0,1,1,0,1
2,1,1,1184.0,0,0,0,0,1,1,0
3,0,1,8477.7,1,1,1,0,1,0,0
2,0,1,7382.85,1,0,0,1,1,1,0
2,0,0,456.85,0,0,0,0,1,0,0
3,0,0,331.6,0,0,0,0,1,0,0
2,0,1,6056.15,0,1,0,0,1,1,1
1,0,0,134.6,0,0,1,0,1,1,0
1,0,0,125.5,0,0,1,0,0,0,0
1,1,1,1390.6,0,0,0,0,1,0,1
1,0,0,20.2,0,1,0,0,1,1,1
2,0,0,2511.3,0,1,1,0,1,1,0
1,1,0,2737.05,0,1,1,0,1,0,0
1,1,1,74.3,0,0,0,1,1,1,0
1,0,1,70.6,0,1,0,1,1,0,0
1,1,1,2361.8,0,1,1,0,1,0,1
1,1,1,1730.35,0,1,0,0,1,1,1
3,0,0,6404.0,1,0,0,0,1,1,0
3,0,0,165.35,0,0,0,0,1,1,0
1,0,0,1867.6,1,0,0,1,1,0,0
1,1,1,1043.3,0,0,0,1,1,1,0
2,0,0,128.6,0,0,0,0,1,1,0
3,0,1,7455.45,1,1,0,0,1,0,0
1,0,0,24.7,0,0,1,0,0,0,0
1,1,0,206.15,0,1,0,0,1,1,0
1,0,1,2030.3,0,1,0,1,1,1,1
1,0,1,5869.4,0,1,0,0,1,0,0
3,0,0,3377.8,1,1,0,0,0,0,0
3,0,0,1346.2,0,0,1,0,1,0,0
1,1,1,4946.05,1,1,0,0,1,0,0
1,0,1,4065.0,0,1,0,0,1,1,1
1,1,0,106.55,0,1,0,0,1,0,1
1,0,1,4964.7,1,1,0,0,1,1,0
1,0,1,4085.75,0,0,0,0,1,1,0
1,1,0,1742.75,1,1,0,0,1,0,1
3,0,0,6224.8,1,0,0,0,1,1,0
1,1,1,3415.25,0,1,1,0,1,1,0
3,1,0,6325.25,1,0,1,0,1,1,0
1,1,0,340.25,0,0,1,0,1,1,1
3,0,0,1683.6,0,1,0,0,1,0,0
2,0,0,3966.3,1,1,1,0,1,1,0
2,0,0,608.5,0,0,1,0,1,0,0
1,1,1,2896.6,0,0,0,0,1,0,0
3,0,0,1514.85,0,1,1,0,1,1,0
2,0,1,6792.45,0,1,0,1,1,1,0
1,0,1,4669.2,1,0,0,0,1,1,0
1,1,1,95.6,0,1,0,0,1,0,1
1,0,0,2934.3,0,1,0,0,1,0,1
3,0,1,6302.8,1,0,1,0,1,0,0
2,0,0,779.2,0,0,1,0,1,1,0
1,0,0,283.75,0,0,0,0,1,1,0
1,0,1,4600.7,1,1,0,1,1,0,1
1,1,1,5594.0,0,1,0,1,1,1,0
2,0,0,772.85,1,0,0,0,1,0,0
1,1,1,71.35,0,0,0,0,1,0,1
2,0,0,857.8,0,1,1,0,1,1,0
1,1,1,7554.05,0,1,1,0,1,1,0
3,0,0,5981.65,0,1,0,1,1,1,0
1,0,1,1702.9,0,1,1,0,1,0,0
1,0,0,467.15,0,0,1,0,1,1,0
1,0,0,20.15,0,1,0,0,1,0,1
1,0,1,69.75,0,0,1,0,1,1,1
1,1,1,2931.0,0,1,0,1,1,0,1
1,1,1,1400.85,0,0,1,0,1,1,1
1,1,0,137.85,0,1,0,0,0,0,1
2,1,0,1941.5,0,0,0,0,1,0,0
3,0,0,1932.75,1,0,0,0,0,0,0
1,0,0,1423.05,1,1,1,0,0,0,0
3,0,0,970.85,0,0,1,0,1,0,0
3,0,0,5810.9,1,0,0,0,1,1,0
1,0,0,223.9,0,0,1,0,1,1,0
1,0,0,391.7,0,0,0,0,1,0,0
1,1,1,79.95,0,1,0,0,1,1,1
1,1,0,19.3,0,0,0,0,1,0,1
1,1,1,811.65,0,1,0,0,1,1,0
1,0,1,174.75,0,0,0,0,1,1,0
1,0,1,3126.85,1,1,0,0,1,0,0
2,0,1,6841.45,0,0,0,0,1,1,0
2,1,1,3754.6,1,1,0,0,1,0,1
1,0,1,1406.65,0,1,1,0,1,1,0
1,1,1,834.7,0,1,0,1,1,1,0
1,0,1,627.4,0,1,0,0,1,0,1
1,1,1,242.0,0,0,0,0,1,0,1
2,0,0,3157.0,0,0,1,0,1,1,0
1,1,1,3092.0,0,1,0,0,1,1,0
1,0,0,2168.9,0,0,0,0,1,0,0
3,0,0,980.35,0,0,0,0,1,1,0
1,1,0,65.95,0,0,0,0,1,0,0
3,0,0,711.9,0,0,1,0,1,1,0
2,1,0,1952.8,1,0,0,0,1,0,0
2,0,1,4368.85,0,1,1,0,1,1,0
1,0,0,2647.1,1,1,0,0,1,1,0
3,1,1,8477.6,1,1,0,0,1,0,0
1,1,0,54.35,0,0,0,0,1,1,1
3,0,0,4528.0,1,0,1,0,0,0,0
1,1,1,1790.65,0,1,1,0,1,0,0
2,0,0,845.6,0,1,1,0,1,1,0
3,0,0,1210.3,0,0,1,0,1,0,0
1,0,0,20.45,0,0,0,0,1,1,0
2,0,0,854.45,1,1,0,0,1,0,0
1,1,1,2429.1,0,1,0,0,1,1,0
1,1,0,100.4,0,1,0,0,0,1,1
3,1,0,5229.45,0,1,1,0,1,0,0
1,0,0,44.45,0,0,0,0,1,1,0
2,1,0,1716.45,0,1,0,0,0,1,1
1,0,0,3023.55,0,1,1,0,1,1,0
1,1,1,75.3,0,1,0,0,1,1,1
2,1,1,4837.6,0,1,0,0,1,1,1
3,0,0,2032.3,1,0,1,0,0,1,0
2,0,0,436.9,0,0,1,0,1,1,0
1,1,1,70.55,0,1,0,1,1,0,1
1,0,0,20.15,0,0,0,0,1,0,0
1,0,1,5893.95,0,1,0,0,1,0,0
1,1,1,1430.05,0,1,1,0,1,1,0
3,0,0,313.0,0,1,1,0,1,1,0
3,0,0,3871.85,1,0,1,0,1,0,0
1,1,0,458.1,0,1,0,0,1,0,0
1,0,1,2745.7,0,0,1,0,1,0,1
1,1,0,341.35,0,0,1,0,1,1,0
2,0,0,1336.8,0,0,1,0,1,0,0
3,1,0,2181.75,0,0,0,1,1,1,0
1,0,0,147.75,1,1,0,0,1,1,0
1,1,1,818.45,0,0,0,0,1,1,0
2,0,1,7133.45,1,1,0,0,1,0,0
1,1,0,348.8,0,0,0,0,1,1,0
1,0,0,128.6,0,0,1,0,1,1,0
2,1,1,4674.4,0,1,0,0,1,0,0
1,1,1,1737.45,0,1,0,0,1,1,0
3,0,0,1498.85,0,1,0,0,1,1,0
1,1,0,50.1,0,1,0,0,1,0,0
1,1,1,1797.75,0,1,0,0,1,0,0
3,0,0,498.1,0,0,1,0,1,0,0
1,1,1,2624.25,0,1,0,0,1,0,1
1,1,1,184.1,0,0,0,0,1,0,1
2,0,1,5498.8,0,1,0,0,1,1,0
3,1,0,4845.4,1,1,1,0,1,0,0
3,0,0,369.1,0,0,0,0,1,0,0
3,0,0,6096.9,1,1,1,0,1,0,0
1,1,1,160.75,0,1,0,0,1,0,1
1,0,1,2684.35,0,0,0,0,1,1,0
1,1,1,3004.15,0,1,0,1,1,1,1
3,0,1,6994.8,1,1,1,0,1,1,0
2,0,0,273.25,0,0,0,0,1,0,0
2,1,1,5483.9,1,1,0,1,1,0,0
1,1,1,1233.65,0,1,0,1,1,1,1
1,0,1,527.9,0,1,0,1,1,1,1
3,0,0,4985.9,1,0,0,0,1,0,0
2,1,0,1258.35,1,1,0,0,1,0,0
1,1,0,111.4,0,0,0,0,1,0,0
1,0,0,43.95,0,0,0,0,1,0,0
1,1,1,308.1,0,0,0,0,1,1,0
2,0,0,383.65,0,0,0,0,1,0,0
1,1,1,2555.9,1,0,0,0,1,0,1
3,0,0,1284.2,0,1,1,0,1,1,0
3,0,1,7550.3,0,1,0,1,1,1,0
3,0,0,1110.05,0,0,0,0,1,1,0
2,1,0,99.6,0,0,0,0,1,0,0
3,0,1,6707.15,1,1,0,1,1,1,0
2,0,0,4164.4,1,1,1,0,1,0,0
3,1,1,5873.75,1,1,1,0,1,1,0
1,0,0,109.25,1,1,0,0,1,1,0
1,1,1,179.25,0,1,0,1,1,0,1
1,1,0,1338.15,0,0,1,0,1,1,1
3,0,0,862.4,0,0,1,0,1,1,0
3,1,1,8564.75,1,1,0,0,1,1,0
1,1,0,926.2,1,1,0,0,0,0,0
3,0,0,1718.2,0,0,1,0,1,1,0
3,0,0,5956.85,1,0,0,0,1,1,0
1,1,1,91.3,0,1,0,1,1,0,1
3,0,0,4824.45,1,1,0,1,1,1,0
2,0,0,1238.65,0,1,1,0,1,1,0
1,1,1,79.5,0,1,0,0,1,1,1
2,0,0,672.2,0,0,0,0,1,0,0
1,0,0,382.2,0,0,1,0,1,0,0
1,1,0,4264.6,1,0,0,0,1,1,0
2,0,0,1070.7,1,1,1,0,1,0,0
3,0,0,1345.85,0,0,1,0,1,1,0
2,1,0,1045.25,0,0,0,0,1,0,0
2,0,0,3003.55,1,0,0,0,1,0,0
1,0,1,467.55,0,1,0,1,1,1,1
2,0,1,7537.5,1,1,1,0,1,1,0
2,1,1,7482.1,0,1,1,0,1,1,1
2,1,1,3343.15,0,1,0,1,1,1,0
1,0,1,5427.05,0,1,0,1,1,1,1
1,1,1,587.1,0,1,0,0,1,0,1
1,1,1,100.8,0,1,0,1,1,0,1
1,0,0,161.15,0,1,0,0,1,1,0
3,1,1,7028.5,1,0,0,0,1,0,0
2,0,1,5232.9,0,1,0,0,1,0,0
2,0,0,225.85,0,0,0,0,1,1,0
3,0,0,274.7,0,0,1,0,1,0,0
1,1,1,1180.95,0,1,0,0,1,0,1
3,0,0,3370.2,1,1,0,0,0,0,0
1,0,1,7111.3,1,1,0,1,1,0,0
3,0,0,5958.85,1,0,1,0,1,0,0
3,0,0,5999.85,1,1,1,0,1,0,0
1,1,1,1648.45,0,0,0,1,1,1,0
3,0,0,5753.25,1,1,0,0,1,1,0
3,0,0,4492.9,1,0,1,0,1,0,0
1,0,1,3956.7,0,1,1,0,1,1,0
1,1,1,2625.55,0,1,0,0,1,0,1
1,1,1,1233.4,0,1,0,1,1,1,1
2,1,0,1309.0,0,1,0,0,0,1,0
3,0,0,813.45,1,0,1,0,0,0,0
2,1,0,1108.8,0,1,1,0,1,1,0
3,0,1,7349.35,1,1,0,1,1,0,0
1,1,1,294.2,0,0,0,0,1,1,0
3,0,0,929.2,0,0,1,0,1,1,0
1,1,1,740.0,0,1,0,0,1,1,1
3,0,0,754.5,0,0,1,0,1,1,0
1,0,0,3883.3,1,1,0,0,1,1,0
3,0,0,1414.2,1,0,1,0,1,1,0
2,0,0,3211.2,0,1,1,0,1,0,0
1,0,1,371.6,0,1,0,1,1,1,0
2,0,0,1246.4,0,1,1,0,0,1,0
1,1,1,95.85,1,1,0,0,1,0,0
3,0,0,2545.7,1,0,1,0,0,0,0
3,0,0,6448.85,1,1,1,1,1,0,0
3,0,0,1468.9,0,1,1,0,1,0,0
2,1,0,1013.6,0,0,1,0,1,1,0
1,1,1,6690.75,0,1,0,1,1,0,0
2,0,0,2088.75,1,1,0,0,1,0,1
3,0,1,7240.65,1,0,0,0,1,0,0
1,1,1,102.45,0,1,1,0,1,0,1
3,0,0,830.25,0,0,0,0,1,0,0
1,0,0,1588.7,0,1,1,0,1,1,0
1,0,0,829.3,1,0,0,0,1,0,0
2,0,0,302.45,0,0,0,0,1,0,0
1,1,0,712.25,0,1,0,0,1,1,0
2,0,0,1336.65,0,0,1,0,1,0,0
3,0,0,5360.75,1,0,0,1,1,1,0
